RF_DOC_ID,RF_DOC_CD,RFED_ACTG_LN_NO,ACTG_LN_DSCR
329,DO,1,16D320 COOLER BEVERAGE PORTABLE CAPACITY 1 GALLON
330,PO,1,1AAJ8 OIL ENGINE TWO-CYCLE 8OZ
331,DO,1,1AC92 SOCKET SET 3/8 IN DRIVE 8MM THRU 19MM IN CAS
332,DO,1,1AM41 EXTENSION 1/2 IN DRIVE 10 IN LONG
333,DO,1,1AN12 SOCKET DEEP 12 POINT 1/2 IN DRIVE 9/16 IN
334,DO,1,1AN15 SOCKET DEEP 12 POINT 1/2 IN DRIVE 3/4 IN
335,DO,1,1AN18 SOCKET DEEP 12 POINT 1/2 IN DRIVE 15/16 IN
336,DO,1,1CXL1 HAT SAFETY RANGER STYLE LIME LARGE / XLRG
337,DO,1,1KEH9 RATCHET 3/8 IN DRIVE
338,PO,1,1UFK3 BEVERAGE ELECTROLYTE REPLACEMENT MIX SUGARFR
339,PO,1,1UFK4 BEVERAGE ELECTROLYTE REPLACEMENT MIX SUGARFR
340,PO,1,1UFK5 BEVERAGE ELECTROLYTE REPLACEMENT MIX SUGARFR
341,PO,1,1UFK6 BEVERAGE ELECTROLYTE REPLACEMENT MIX SUGAR F
342,PO,1,1UZZ3 BANDAGE KNUCKLE 1-1/2 X 3 IN. FAS
343,CT,1,2 Circuit 120v AC Cube Flasher
344,PO,1,2 Circuit 120v AC Cube Flasher
345,CT,1,2 Circuit 12v DC Cube Flasher
346,PO,1,2 Circuit 12v DC Cube Flasher
347,CT,1,2 Pair Loop Lead in Cable
348,DO,1,2 Pair Loop Lead in Cable
349,CT,1,2 Piece BNC RG59 Male Crimp-on Coax Connector.
350,DO,1,2.5mm Standard Connector  RSP # 1002505S.  2.5mm S
351,DO,1,2070-1C CPU Module per attached City of Austin spe
352,DO,1,2070-1C Processor Module
353,CT,1,2070-1E Processor Module
354,CT,1,2070-4A  POWER SUPPLY for 2070 CONTROLLER
355,DO,1,2070-4A  POWER SUPPLY for 2070 CONTROLLER
356,DO,1,20JY63 LUBRICANT RUST PREVENTATIVE 16 OZ AEROSAL C
357,DO,1,22LD89 GLOVES DISPOSABLE NONSTERILE NITRILE MED
358,DO,1,22LD90 GLOVES DISPOSABLE NONSTERILE NITRILE LARGE
359,DO,1,22LD91 XL NITRILE GLOVE 50 PR/PER BOX  10 BOXES/PE
360,DO,1,22TC69 BOLT HEX HEAD ZINC G5CT 5/8 X 3
361,DO,1,22TC92 BOLT HEX HEAD ZINC G5CT 3/4 X 3
362,DO,1,23KZ84 BOLT HEX HEAD ZINC G5CT 5/8 X 2-1/2
363,CT,1,242 Dual DC Isolator Module
364,PO,1,242 Dual DC Isolator Module
365,DO,1,24H288 SAW HAND NO. D-23 8 POINT
366,DO,1,25DK43 WASHERS FLAT SAE ZINC PLATED 3/4 IN.
367,DO,1,25F547 HARD HAT VISOR FR TREATED HIGH VIZ YELLOW
368,PO,1,2A225 TAPE ELECTREIC 3/4 IN X 66 FT ALL WEATHER
369,PO,1,2AC46 BANDAID ADHESIVE PAD 1 X 3-3/8 IN. FAS
370,PO,1,2AD94 REFILLS FIRST AID KIT OUTDOOR BURN JEL
371,DO,1,2CEG4 RATCHET 1/2 IN DRIVE
372,PO,1,2CVD4 GLASSES SAFETY BLACK/GRAY FRAME SMOKE LENS A
373,DO,1,2DBT3 HAMMER SLEDGE W/HANDLE 8 LB
374,DO,1,2DBT5 HAMMER SLEDGE W/HANDLE 12 LB
375,DO,1,2DFB6 PLIERS LONG NOSE 6-5/8 IN VINYL COVERED HAND
376,DO,1,2DFP2 BAG CANVAS FOR RAISING TOOLS ON POLES
377,PO,1,2KJJ5 MASK DUST DISPOSABLE
378,PO,1,2UV25 TAPE DUCT 2 IN. X 60 YDS.
379,DO,1,2ZXE2 DEODORANT BLOCK W/SCREEN FOR COMMODES
380,DO,1,3 section Astro-Brac Kit with 62 inch cable
381,PO,1,3 section Astro-Brac Kit with 62 inch cable
382,DO,1,3 section Astro-Brac Kit with 84 inch cable
383,PO,1,3 section Astro-Brac Kit with 84 inch cable
384,DO,1,30PC14 RULE FOLDING 1 IN STD 6 FT
385,DO,1,30ZC41 GLOVES PALM COATED NITRILE BLACK 15 IN GAUG
386,DO,1,32PJ38 BAGS TOOL SOFTSIDED
387,CT,1,332 TRAFFIC SIGNAL CABINETS
388,DO,1,332 TRAFFIC SIGNAL CABINETS
389,DO,1,33V968 PROPANE TORCH KIT
390,DO,1,342 ITS TRAFFIC SIGNAL CABINETS
391,DO,1,360 Degree VIVID Camera system
392,DO,1,36J137 CABLE TIES SELF INTER-LOCKING NYLON 5 IN.
393,DO,1,39A264 VALVE GATE BRASS 1-1/4 IN WHEEL TYPE
394,DO,1,3AB55 TAPE SEALANT TEFLON 1/2 IN X 36 YDS
395,PO,1,3AM69 BEVERAGES W/ELECTROLYTE RIPTIDE RUSH GATORAD
396,PO,1,3LP28 CABLE TIES SELF-LOCKING NYLON 24 IN.
397,DO,1,3M 1860 Health Care Particulate respirator and sur
398,DO,1,3M 1860s Health Care Particulate respirator/ surgi
399,DO,1,3M 1870 Health Care Particulate respirator and sur
400,PO,1,3MM52 SCREWDRIVER SET PHILLIPS AND SLOTTED 8 PC.
401,PO,1,3NUL3 GLASSES SAFETY BLACK/GRAY FRAME W/INDOOR/OUT
402,PO,1,3NUL5 GLASSES SAFETY BLACK/GRAY FRAM W/ MIRROR LEN
403,DO,1,3-section 46in  Alum Tube
404,DO,1,3UCH9 STING KILL FAS
405,DO,1,3V Glucometer Battery
406,PO,1,3V Glucometer Battery
407,DO,1,4 SECTION SIGNAL HEAD
408,DO,1,40JC95 BOX TOOL W/TOTE TRAY 20 X 8-1/2 X 9-1/2
409,DO,1,"40XA77 Headlight Adjustable Angle Red LED For Map "
410,DO,1,"43Y587 Rake Asphalt Aluminum Blade Size 36 Inches "
411,PO,1,"43Y587 Rake Asphalt Aluminum Blade Size 36 Inches "
412,DO,1,43Y801 LOTION HAND
413,DO,1,45AU90 ROPE NYLON 1/2 INCH
414,DOM,1,45AU90 ROPE NYLON 1/2 INCH
415,DO,1,45DV19 HOSE FIRE 1-1/2 IN DBL JACKET
416,DO,1,46C191 PLIERS COMBINATION 8 IN
417,DO,1,49H429 EYE DRESSING PACKET
418,DO,1,4A836 PLIERS LINEMANS SIDE CUTTING 8 IN
419,DO,1,4CR40 PLIERS CHANNEL LOCK 9-1/2 IN
420,PO,1,4HP49 SANITIZER INSTANT HAND 12OZ PUMP BOTTLE
421,PO,1,4JG30 RESPIRATOR DUST AND FUMES
422,DO,1,4KYU8 GLOVES DISPOSABLE NONSTERILE NITRILE MED
423,DO,1,4KYU9 GLOVES DISPOSABLE NONSTERILE NITRILE LARGE
424,PO,1,4KYU9 GLOVES DISPOSABLE NONSTERILE NITRILE LARGE
425,DO,1,4KYV1 G014 XL NITRILE GLOVE 50 PR/PER BOX  10 BOXE
426,PO,1,4KYV1 G014 XL NITRILE GLOVE 50 PR/PER BOX  10 BOXE
427,PO,1,4PL86 WRENCH COMBINATION SET 5/16-15/16 INCH
428,PO,1,4VMY5 GLASSES SAFETY BLACK/GRAY FRAM AMBER LENS AN
429,PO,1,"4WP17 BLADE SAW ZALL 12IN. LONG WIDTH 1IN.FOR PVC "
430,DO,1,4YU76 PLIERS DIAGONAL CUTTING 7-3/16 IN VINYL COVE
431,DO,1,5 SECTION SIGNAL HEAD
432,CT,1,5.8 GHZ BROADBAND RADIO
433,PO,1,50 Amp Circuit Breaker
434,PO,1,5C949 BLADE REPLACEMENT FOR UTILITY KNIFE
435,DO,1,5EMV8 VALVE GATE BRASS 3/4 IN WHEEL TYPE
436,DO,1,5LE22 BATTERY FLASHLIGHT SIZE C
437,DO,1,5LE23 BATTERY PENLITE SIZE AA
438,PO,1,5LE23 BATTERY PENLITE SIZE AA
439,DO,1,5LE24 BATTERY 9 VOLT TRANSISTOR SMALL
440,PO,1,5LE24 BATTERY 9 VOLT TRANSISTOR SMALL
441,DO,1,5LE25 BATTERY PENLIGHT SIZE AAA
442,PO,1,5LE25 BATTERY PENLIGHT SIZE AAA
443,PO,1,5LY52 BLADE SAW ZALL 12IN. LONG WIDTH 1IN. FOR WOO
444,PO,1,5M569 REFILLS FIRST AID KIT ANTISEPTIC TOWELETTES
445,DO,1,5MW37 UNIVERSAL JOINT FOR SOCKETS 1/2 IN DRIVE
446,DO,1,5RHT3 Flashlight LED Luxeon Lamp Type AA Battery S
447,DO,1,5-section 74in Alum Tube
448,PO,1,6AL51 EYE DRESSING PACKET
449,DO,1,6DJV0 CHISEL COLD EXTRA LONG 3/4 IN
450,DO,1,6KWT1 SOLVENT PVC CLEANER PIPE JOINT
451,PO,1,6T362 GOGGLES MONO WILSON NO. 301
452,PO,1,7ONCRETE MIXER OVER 5 CU. FT.
453,DO,1,9 IN IV arm board Mckesson #48-4512 9x3 IN
454,DO,1,9 Volt
455,PO,1,9 Volt
456,DO,1,A014.1    Kwik Cric MVP Kit Bound Tree # 351632 6.
457,PO,1,A014.1    Kwik Cric MVP Kit Bound Tree # 351632 6.
458,CT,1,A014.2       Cook Cricothyrotomy Catheter set. Com
459,PO,1,A014.2       Cook Cricothyrotomy Catheter set. Com
460,DO,1,A033.1    Thomas Select Tube Holder. Adult  Laerda
461,PO,1,A033.1    Thomas Select Tube Holder. Adult  Laerda
462,DO,1,A044.1    SMART-BAG MO Adult O-Two Medical Technol
463,DO,1,A044.2  Smart Bag MO Adult with Timing Light.  O-T
464,DO,1,A045.1  SMART-BAG MO Child. O-Two Medical Technolo
465,PO,1,A045.1  SMART-BAG MO Child. O-Two Medical Technolo
466,PO,1,A045.2 CPR Ventilation Timing Light. O-Two Medical
467,DO,1,A045.4 SMART-BAG MO.  CHILD WITH Timing Light
468,DO,1,A057.5 Patient mask Pleated Ear-Loop
469,DO,1,"A058 3M HLTH CARE PARTICULATE RESPTOR & SURGL MSK "
470,CT,1,A068 D Tank Regulator LSP #LP270-220
471,DO,1,A068 D Tank Regulator LSP #LP270-220
472,PO,1,A068 D Tank Regulator LSP #LP270-220
473,DO,1,A069 K Tank Regulator Ambu 400 Series
474,PO,1,A069 K Tank Regulator Ambu 400 Series
475,PO,1,A070 Flowmeter Oxygen With Omeda Adapter
476,PO,1,A071   Flowmeter. AMVEX FM-15UO-OH
477,DO,1,"A073.1   Scalpel. Size 10. Safety Scalpel. FUTURA "
478,PO,1,"A073.1   Scalpel. Size 10. Safety Scalpel. FUTURA "
479,DO,1,A078 O2 GASKET. VITON/BRASS WASHER SEAL
480,DO,1,A081.02     SIZE 2  //  SUPRAGLOTTIC AIRWAY KIT LT
481,DO,1,A083 i-gel O2 Resus Pack. Large adult. INTERSURGIC
482,DO,1,A084 i-gel O2 Resus Pack. Medium adult. INTERSURGI
483,DO,1,A085 i-gel O2 Resus Pack. Small adult. INTERSURGIC
484,DO,1,A085.02     LMA-Unique? Size 1.5 LMA North America
485,DO,1,A098.1 RESPIRATOR POUCH STYLE. ORANGE. SIZE REGULA
486,DO,1,A098.2 RESPIRATOR POUCH STYLE. ORANGE. SIZE SMALL
487,CT,1,A098.5     Patient Mask. Size: Adult-Large. BiTrac
488,PO,1,A098.5     Patient Mask. Size: Adult-Large. BiTrac
489,CT,1,"A098.5 Patient Mask. Size: Adult-Large. BiTrac ED "
490,DO,1,"A098.5 Patient Mask. Size: Adult-Large. BiTrac ED "
491,PO,1,A098.6  SEALFLEX CPAP Mask CHILD size
492,DO,1,A102     Caradyne Procedure Pack #4-100083-00 to i
493,CT,1,"A102.1    WhisperPak? Procedure Pack #4-100083-00 "
494,PO,1,"A102.1    WhisperPak? Procedure Pack #4-100083-00 "
495,CT,1,A102.2     5.0 O2-RESQ? SYSTEM.  Includes Adult-Me
496,PO,1,A102.2     5.0 O2-RESQ? SYSTEM.  Includes Adult-Me
497,DO,1,A103.2     10.0cm CPAP Valve.  Brand Specific. Pri
498,CT,1,A103.3  10.0 PEEP CPAP Valve. Disposable Latex fre
499,PO,1,A103.3  10.0 PEEP CPAP Valve. Disposable Latex fre
500,CT,1,A103.4  T-Adapter. Disposable Latex free. Single U
501,DO,1,A103.4  T-Adapter. Disposable Latex free. Single U
502,PO,1,A103.4  T-Adapter. Disposable Latex free. Single U
503,DO,1,A104 CPAP System (Small Adult) Incl. facemask (siz
504,PO,1,A104 CPAP System (Small Adult) Incl. facemask (siz
505,DO,1,A105  CPAP Mask. Large Adult. O-Two Medical Techno
506,DO,1,A106 CPAP Mask. Child -Two Medical Technologies  0
507,DO,1,A107      CPAP System (Small Adult). O-Two Systems
508,DO,1,A108   Manometer. O-Two Systems Item Number 01CV80
509,PO,1,A108   Manometer. O-Two Systems Item Number 01CV80
510,PO,1,A118   CPAP Regulator Hose Assembly.  Locally manu
511,PO,1,A119   Generator Hose Assembly.  Locally manufactu
512,DO,1,"A122.01 Endotracheal Tube.  Intoducer 10 fr 70 cm "
513,PO,1,"A122.01 Endotracheal Tube.  Intoducer 10 fr 70 cm "
514,CT,1,A123    RESQPOD Circulatory enhancer a non-invasiv
515,DO,1,A123    RESQPOD Circulatory enhancer a non-invasiv
516,DO,1,A130     Nasopharyngeal Airway.  Size18 french. la
517,PO,1,A130     Nasopharyngeal Airway.  Size18 french. la
518,DO,1,A131   Nasopharyngeal Airway.  Size 20 french. lat
519,PO,1,A131   Nasopharyngeal Airway.  Size 20 french. lat
520,DO,1,A132   Nasopharyngeal Airway.  Size 22 french. lat
521,PO,1,A132   Nasopharyngeal Airway.  Size 22 french. lat
522,DO,1,A133   Nasopharyngeal Airway.  Size24 french. late
523,PO,1,A133   Nasopharyngeal Airway.  Size24 french. late
524,DO,1,A134   Nasopharyngeal Airway.  Size26 french. late
525,PO,1,A134   Nasopharyngeal Airway.  Size26 french. late
526,DO,1,AA Battery
527,PO,1,AA Battery
528,DO,1,AAA Battery
529,PO,1,AAA Battery
530,DO,1,AB-3009-84-PNC Astro-Brac Clamp with 84 in Cable
531,DOM,1,ABANDONING ASSEMBLIES
532,PO,1,Abrasive Equipment and Tools
533,PO,1,ABRASIVES SANDBLASTING 100 LB/BAG
534,PO,1,Abrasives Sandblasting Metal
535,PO,1,ABSORBENT GRANULAR FOR OIL GAS ANTI-FREEZE ET
536,PO,1,ABSORBENT OIL
537,PO,1,ABSORBENTS AND SUPPLIES CHEMICAL SPILL CONTROL
538,PO,1,ABSORBENTS HAZARDOUS SPILL ON LAND OR WATER
539,PO,1,ABSORBENTS POWDER FOR USE ON HAZARDOUS SPILLS
540,PO,1,ACCELERATOR CONCRETE
541,CT,1,Access Control Systems and Security Systems
542,DO,1,Access Control Systems and Security Systems
543,PO,1,Access Control Systems and Security Systems
544,DO,1,Access Services Data
545,PO,1,Access Services Data
546,CT,1,Accessories (Not Otherwise Classified) Maintenance
547,DO,1,Accessories (Not Otherwise Classified) Maintenance
548,PO,1,Accessories (Not Otherwise Classified) Maintenance
549,PO,1,ACCESSORIES AND PARTS MULTI-PURPOSE FILE CABINETS
550,PO,1,ACCESSORIES AND PARTS SIGN
551,CT,1,ACCESSORIES COMPUTER KEYBOARD DRAWER
552,PO,1,ACCESSORIES COMPUTER KEYBOARD DRAWER
553,CT,1,ACCESSORIES EAR PLUG
554,PO,1,ACCESSORIES EAR PLUG
555,CT,1,ACCESSORIES FOR LAPTOP COMPUTER
556,DO,1,ACCESSORIES FOR LAPTOP COMPUTER
557,DOM,1,ACCESSORIES FOR LAPTOP COMPUTER
558,PO,1,ACCESSORIES FOR LAPTOP COMPUTER
559,PO,1,ACCESSORIES VEHICLE MOUNTED DISTANCE MEASURING EQ
560,PO,1,ACCESSORIES WATER METER
561,PO,1,ACCESSORY ITEMS FOR COMMERCIAL SCRUB AND POLISH FL
562,CT,1,Accounting/Financial: Bookkeeping Billing and Inv
563,PO,1,Accounting/Financial: Bookkeeping Billing Inv Soft
564,CT,1,Acetaminophen
565,PO,1,Acetaminophen
566,DO,1,ACETAMINOPHEN DROPS
567,PO,1,ACETAMINOPHEN DROPS
568,PO,1,ACETONE SPECTROANALYZED 4L/CONTAINER EM SCIENCE NO
569,PO,1,ACETYLENE WELDING GAS
570,PO,1,Acid/Chemical Hose and Fittings
571,PO,1,Acorn Pole Top for 4 inch. pole
572,PO,1,Acoustical Ceilings and Walls: Cleaning Installat
573,CT,1,Acoustical Tile Accessories: Channels Grids Moun
574,PO,1,Acoustical Tile Accessories: Channels Grids Moun
575,CT,1,Acoustical Tile All Types (Including Recycled Typ
576,PO,1,Acoustical Tile All Types (Including Recycled Typ
577,PO,1,Acrylic Sheets (Methyl Methacrylate)
578,DO,1,AC-Tape Elastic Adhesive Bandage 3inch
579,PO,1,AC-Tape Elastic Adhesive Bandage 3inch
580,CT,1,Activated Carbon and Filter Elements
581,DO,1,Activated Carbon and Filter Elements
582,PO,1,Activated Carbon and Filter Elements
583,PO,1,ACTUATOR LINEAR MECHANICAL
584,PO,1,ACTUATOR PARTS AND ACCESSORIES BRAND LISTED OR EQ
585,CT,1,ACTUATOR PARTS AND ACCESSORIES LIMITORQUE
586,PO,1,ACTUATOR PARTS AND ACCESSORIES LIMITORQUE
587,CT,1,Actuators and Controls (For Robotics Servo System
588,PO,1,Actuators and Controls (For Robotics Servo System
589,PO,1,ACTUATORS AND PARTS VALVE
590,PO,1,ACTUATORS VALVE ELECTRIC FOR MULTITURN GATE/SLU
591,CT,1,ACTUATORS VALVE ELECTRONIC (VALVE OPERATORS)
592,PO,1,ACTUATORS VALVE ELECTRONIC (VALVE OPERATORS)
593,DO,1,ADAPTER 18IN CI SEMI-RIGID TO 18IN CI SEMI-RIGID
594,DO,1,ADAPTER CARTRIDGE RESPIRATOR SCOTT# 805622-01
595,PO,1,ADAPTER CARTRIDGE RESPIRATOR SCOTT# 805622-01
596,PO,1,ADAPTER CXMIP 1 1/2IN COPPER PIPE FITTING
597,PO,1,ADAPTER CXMIP 3/4IN COPPER PIPE FITTING
598,PO,1,ADAPTER FEMALE (FIPT X SLIP) PVC SCHD. 40
599,DO,1,ADAPTER FOSTER CI MECH JT 6 INCH W/BOLTS & GASKETS
600,DO,1,ADAPTER FOSTER CI MECH JT 8 INCH W/BOLTS & GASKETS
601,PO,1,ADAPTER MALE (MIPT X SLIP ) PVC SCHD. 40
602,DO,1,ADAPTER PVC 10 IN CONCRETE X 10 IN CI
603,DO,1,ADAPTER PVC 10IN CI X 10IN CI
604,DO,1,ADAPTER PVC 12 IN CONCRETE X 12 IN CI
605,DO,1,ADAPTER PVC 15 IN CONCRETE X 15 IN CI
606,DO,1,ADAPTER PVC 15IN DI X 15IN DI
607,CT,1,ADAPTER PVC 4 IN CI X 4 IN CI
608,DO,1,ADAPTER PVC 4 IN CI X 4 IN CI
609,PO,1,ADAPTER PVC 4 IN CI X 4 IN CI
610,CT,1,ADAPTER PVC 4 IN CONCRETE X 4 IN CI
611,DO,1,ADAPTER PVC 4 IN CONCRETE X 4 IN CI
612,DO,1,ADAPTER PVC 4 IN CONCRETE X 4 IN CONCRETE
613,CT,1,ADAPTER PVC 6 IN CI X 4 IN CI
614,DO,1,ADAPTER PVC 6 IN CI X 4 IN CI
615,PO,1,ADAPTER PVC 6 IN CI X 4 IN CI
616,CT,1,ADAPTER PVC 6 IN CI X 6 IN CI
617,DO,1,ADAPTER PVC 6 IN CI X 6 IN CI
618,CT,1,ADAPTER PVC 6 IN CONCRETE X 6 IN CI
619,DO,1,ADAPTER PVC 6 IN CONCRETE X 6 IN CI
620,PO,1,ADAPTER PVC 6 IN CONCRETE X 6 IN CI
621,DO,1,ADAPTER PVC 8 IN CI X 8 IN CI
622,CT,1,ADAPTER PVC 8 IN CONCRETE X 8 IN CI
623,DO,1,ADAPTER PVC 8 IN CONCRETE X 8 IN CI
624,PO,1,ADAPTER PVC 8 IN CONCRETE X 8 IN CI
625,DO,1,ADAPTER PVC RUBBER 15IN PVC X 15IN CLAY
626,DO,1,ADAPTER PVC SCHED 40 1 IN PVC TO 1 IN FIPT
627,PO,1,ADAPTER PVC SCHED 40 1 IN PVC TO 1 IN FIPT
628,DO,1,ADAPTER PVC SCHED 40 1 IN TO 1 IN MIPT
629,PO,1,ADAPTER PVC SCHED 40 1 IN TO 1 IN MIPT
630,DO,1,ADAPTER PVC SCHED 40 1/2 IN PVC TO 1/2 IN FIPT
631,PO,1,ADAPTER PVC SCHED 40 1/2 IN PVC TO 1/2 IN FIPT
632,DO,1,ADAPTER PVC SCHED 40 1/2 IN PVC TO 1/2 IN MIPT
633,PO,1,ADAPTER PVC SCHED 40 1/2 IN PVC TO 1/2 IN MIPT
634,DO,1,ADAPTER PVC SCHED 40 1-1/2 IN PVC TO 1-1/2 IN FIPT
635,DO,1,ADAPTER PVC SCHED 40 1-1/2 IN PVC TO 1-1/2 IN MIPT
636,DO,1,ADAPTER PVC SCHED 40 1-1/4 IN PVC TO 1-1/4 IN FIPT
637,PO,1,ADAPTER PVC SCHED 40 1-1/4 IN PVC TO 1-1/4 IN FIPT
638,DO,1,ADAPTER PVC SCHED 40 1-1/4 IN PVC TO 1-1/4 IN MIPT
639,PO,1,ADAPTER PVC SCHED 40 1-1/4 IN PVC TO 1-1/4 IN MIPT
640,DO,1,ADAPTER PVC SCHED 40 2 IN PVC TO 2 IN FIPT
641,PO,1,ADAPTER PVC SCHED 40 2 IN PVC TO 2 IN FIPT
642,DO,1,ADAPTER PVC SCHED 40 2 IN PVC TO 2 IN MIPT
643,PO,1,ADAPTER PVC SCHED 40 2 IN PVC TO 2 IN MIPT
644,DO,1,ADAPTER PVC SCHED 40 3/4 IN PVC TO 3/4 IN FIPT
645,PO,1,ADAPTER PVC SCHED 40 3/4 IN PVC TO 3/4 IN FIPT
646,DO,1,ADAPTER PVC SCHED 40 3/4 IN PVC TO 3/4 IN MIPT
647,PO,1,ADAPTER PVC SCHED 40 3/4 IN PVC TO 3/4 IN MIPT
648,DO,1,ADAPTER SEMI RIDGID 10IN CI X 10IN CLAY
649,DO,1,ADAPTER SEMI RIDGID 12IN CI X 12IN CLAY
650,PO,1,ADAPTER SEMI RIDGID 4IN AC/DI X 4IN CI
651,DO,1,ADAPTER SEMI RIDGID 4IN CI X 4IN CLAY
652,PO,1,ADAPTER SEMI RIDGID 6IN AC/DI X 6IN CI
653,CT,1,ADAPTER SEMI RIDGID 6IN CI X 6IN CLAY
654,DO,1,ADAPTER SEMI RIDGID 6IN CI X 6IN CLAY
655,PO,1,ADAPTER SEMI RIDGID 8IN AC/DI X 8IN CI
656,DO,1,ADAPTER SEMI RIDGID 8IN CI X 8IN CLAY
657,CT,1,ADAPTER SEMI RIGID 4IN CI X 4IN CLAY
658,DO,1,ADAPTER SEMI RIGID 4IN CI X 4IN CLAY
659,CT,1,ADAPTER SERIAL/PARALLEL (ISA) MICROCOMPUTER
660,CT,1,Adapters
661,PO,1,Adapters
662,PO,1,Adapters and Clevises Automotive Parts
663,PO,1,ADAPTERS BOLTS CARRIERS CONNECTORS - BATTERY
664,CT,1,ADAPTERS CABLE
665,DO,1,ADAPTERS CABLE
666,DOM,1,ADAPTERS CABLE
667,PO,1,ADAPTERS CABLE
668,PO,1,ADAPTERS COMPUTER CABLE
669,PO,1,ADAPTERS CONDUIT PVC
670,PO,1,ADAPTERS CONDUIT PVC MALE
671,PO,1,ADAPTERS EXTENSION
672,PO,1,ADAPTERS GREASE GUN
673,PO,1,ADAPTERS PC
674,PO,1,ADAPTERS PINTLE HOOK
675,PO,1,ADAPTERS PIPE ALUMINUM CAM-LOCK
676,PO,1,ADAPTERS PIPE PVC TO IRON PIPE
677,DO,1,ADAPTERS PVC FLEX 6 INCH CI X 4 INCH CI
678,PO,1,ADAPTERS PVC FLEX 6 INCH CI X 4 INCH CI
679,DOM,1,ADAPTERS PVC SCH. 40
680,PO,1,ADAPTERS SOCKET MOGUL TO MEDIUM BASE
681,CT,1,ADAPTERS SOCKET WRENCH
682,PO,1,ADAPTERS SOLDER CAST BRONZE
683,PO,1,ADAPTERS TELEPHONE INTERNAL
684,PO,1,ADAPTERS WIRE BRUSH WHEEL
685,PO,1,Adding Machine and Calculator Paper (Rolls) Therm
686,PO,1,ADDITIVES COOLANT FOR RECYCLING ANTI-FREEZE
687,PO,1,ADDITIVES GEAR OIL NON-FLAMMABLE
688,PO,1,ADDITIVES HYDRAULIC OIL
689,PO,1,ADDITIVES OIL
690,DO,1,ADHESIVE CONSTRUCTION INTERIOR/EXTERIOR 10 OZ. TUB
691,PO,1,ADHESIVE CONSTRUCTION INTERIOR/EXTERIOR 10 OZ. TUB
692,PO,1,ADHESIVE COVE BASE AND FLOOR
693,PO,1,Adhesive General Purpose
694,CT,1,ADHESIVE INSTANT BONDING FOR NON-POROUS MATERIAL
695,PO,1,ADHESIVE PADDING
696,CT,1,ADHESIVE THREADLOCK
697,CT,1,ADHESIVE TILE
698,PO,1,ADHESIVE TILE
699,PO,1,ADHESIVE VINYL TILE
700,PO,1,Adhesives (For Concrete): Cured-to-Cured Fresh-to
701,PO,1,Adhesives and Applicators: Glue Mucilage Paste
702,PO,1,ADHESIVES AND REPAIR MATERIALS
703,PO,1,Adhesives Bonding Agents and Cement Antifreeze
704,CTM,1,Adhesives Compounds Glues Pastes Glue Pots an
705,DOM,1,Adhesives Compounds Glues Pastes Glue Pots an
706,PO,1,Adhesives Compounds Glues Pastes Glue Pots an
707,PO,1,ADHESIVES EPOXY GENERAL PURPOSE
708,PO,1,ADHESIVES EPOXY TRAFFIC MARKER TYPE
709,PO,1,Adhesives: Glue and Glue Guns Gum Paste etc.
710,PO,1,ADHESIVES: GLUE PASTE ETC.
711,PO,1,ADJUVANTS SURFACTANT
712,DO,1,Adlt/Ped filterline set
713,DO,1,Administrative Consulting
714,CT,1,Administrative Services All Kinds
715,CT,1,ADMIXTURES CONCRETE WATER REDUCER
716,DO,1,ADMIXTURES CONCRETE WATER REDUCER
717,PO,1,ADMIXTURES CONCRETE WATER REDUCER
718,DO,1,Adult Ambu Spur Oxygen resusictator #520-211-000 1
719,PO,1,Adult Ambu Spur Oxygen resusictator #520-211-000 1
720,CT,1,Adult Elongated Aerosol Mask Hudson 1083
721,DO,1,Adult Elongated Aerosol Mask Hudson 1083
722,CT,1,Adult Nonbreathing Oxygen Mask Hudson RCI #1060
723,DO,1,Adult Nonbreathing Oxygen Mask Hudson RCI #1060
724,PO,1,Adult Nonbreathing Oxygen Mask Hudson RCI #1060
725,DO,1,Adult Reusable Cuff
726,PO,1,Adult Reusable Cuff
727,DO,1,Adult SPHYGMOMANOMETERS Mabis #09-141-011
728,PO,1,Adult SPHYGMOMANOMETERS Mabis #09-141-011
729,CT,1,Advertising Agency Services
730,PO,1,Advertising Agency Services
731,CT,1,Advertising/Public Relations
732,PO,1,Advertising/Public Relations
733,CT,1,ADVISORY SERVICES EDUCATIONAL
734,DO,1,AED Data Card for FR2
735,DO,1,AED ECG Cable 3 lead
736,PO,1,AERATORS FAUCET
737,PO,1,Aerators Pluggers and Spikers
738,PO,1,AERIAL BOOM LIFT 50-59 FT. B
739,DO,1,Aerial Ladders and Towers (Including Buckets for P
740,PO,1,Aerial Ladders and Towers (Including Buckets for P
741,CT,1,Aerial Photogrammery Services
742,DO,1,Aerial Photography
743,PO,1,AERIAL SPRAYING OF INSECTICIDE
744,DO,1,AGGREGATE BASE FLEX
745,DOM,1,AGGREGATE BASE FLEX
746,PO,1,AGGREGATE CONCRETE MEETING SPEC. I ITEM 360
747,PO,1,Aggregate Gravel Marble and Stone Chips etc. (F
748,DO,1,AGGREGATE LIMESTONE TYPE F
749,DO,1,AGGREGATE SURFACE IN ACCORDANCE WITH ITEM 302 OF
750,PO,1,AGGREGATE TRAP ROCK #3
751,DO,1,AGGREGATE TRAP ROCK 5T
752,DO,1,AGGREGATE TRAP ROCK GRADE 6
