VEND_ID,LGL_NM,VEND_CUST_CD
575,AUSTIN ARCHITECTURAL GRAPHICS,AUS7162695
576,AUSTIN ARMATURE WORKS LP,AUS0388250
577,AUSTIN ARMATURE WORKS LP,VS0000007731
578,Austin Art Services,V00000942056
579,AUSTIN BARGAIN CENTERS INC.,VC0000101448
580,AUSTIN BOATS & MOTORS,AUS6022685
581,AUSTIN BOLT CO,AUS0396750
582,AUSTIN BRAKE & CLUTCH SUPPLY,AUS0397250
583,AUSTIN BRAKE & CLUTCH SUPPLY INC,AUS0397250
584,AUSTIN BUDGET SIGNS,AUS0398250
585,AUSTIN BUSINESS FURNITURE,AUS0398750
586,AUSTIN CHRONICLE (THE),AUS0411500
587,AUSTIN CIRCLE OF THEATERS,AUS0412250
588,Austin Circus Arts LLC,V00000918152
589,AUSTIN CIVIC ORCHESTRA SOCIETY,AUS0498000
590,AUSTIN CLASSICAL GUITAR,AUS7127705
591,AUSTIN COMMUNITY COLLEGE,AUS0417500
592,AUSTIN COMMUNITY FOUNDATION FOR THE CAPITAL AREA,AUS6025730
593,AUSTIN COMMUNITY RADIO,KAZ2679250
594,AUSTIN CONVENTION & VISITORS,AUS6120495
595,AUSTIN CONVENTION ENTERPRISES,HIL8312861
596,AUSTIN COTTON COMPANY L L C,AUS8302457
597,AUSTIN COUNTERTOPS INC,AUS0423900
598,AUSTIN CREATIVE ALLIANCE,AUS0412250
599,AUSTIN CRUSHED STONE CO INC,AUS0424500
600,AUSTIN DIGITAL PRINTING,AUS8308197
601,AUSTIN DODGE LTD,VS0000006185
602,AUSTIN DRIVE TRAIN INC,AUS0430750
603,AUSTIN EMBROIDERY LP,AUS7000030
604,AUSTIN ENGINEERING CO INC,AUS0432750
605,AUSTIN EQUIPMENT,AUS8313965
606,AUSTIN EQUIPMENT COMPANY LC,VS0000015833
607,AUSTIN EXPLOSIVES CO INC,AUS7112640
608,Austin Extreme Graphics,VS0000023771
609,AUSTIN FABRICATION INC,AST0336250
610,Austin Fence L.L.C.,VS0000013880
611,AUSTIN FIRE & SECURITY INC,VC0000101696
612,AUSTIN FLAG & FLAGPOLE INC,AUS8305704
613,AUSTIN FLEET MAINTENANCE INC,FLE1884500
614,AUSTIN FREE-NET,AUS7091510
615,AUSTIN FUEL INJECTION & PERFORMANCE CENTER INC,AUS8300247
616,AUSTIN GLASS & MIRROR INC,AUS0438500
617,AUSTIN GRAPHICS L L C,AUS7105900
618,Austin Green Art,VS0000013445
619,AUSTIN HARDWARE,AUS7071770
620,AUSTIN HI-TECH RESTORATION INC,AUS7023425
621,AUSTIN HOTEL THC LLC,VC0000103078
622,AUSTIN INDEPENDENT SCHOOL DISTRICT,AUS0442250
623,Austin Java Holdings LLC,VS0000021790
624,Austin Landscape LLC,V00000924126
625,AUSTIN LANDSCAPE SUPPLIES,AUS8309258
626,AUSTIN LOCK TECHNOLOGIES INC,AUS8318049
627,AUSTIN LUMBER CO INC,AUS7162615
628,AUSTIN LYRIC OPERA,AUS6000400
629,AUSTIN MAC HAIK FORD LINCOLN LTD,MAC8312290
630,AUSTIN MAC HAIK FORD LINCOLN MERCURY LTD,MAC8312290
631,AUSTIN MACFAB INC,AUS8311546
632,AUSTIN METAL & IRON CO LP,AUS0467250
633,AUSTIN MOTORRAD INC,LON7114510
634,AUSTIN MUSIC FOUNDATION,AUS8308357
635,AUSTIN OUTDOOR POWER,AUS0460750
636,AUSTIN OUTDOOR POWER EQUIPMENT,AUS0460750
637,AUSTIN PLASTICS & SUPPLY INC,AUS0471000
638,AUSTIN POLICE COMMUNITY LIAISON CORPORATION,AUS8314636
639,AUSTIN PROMOTIONAL SOLUTIONS,AUS8319369
640,AUSTIN PROMOTIONAL SOLUTIONS INC,AUS8319369
641,AUSTIN PUMP & SUPPLY CO,AUS0476000
642,AUSTIN QUALITY ENGINE,AUS0477000
643,AUSTIN REBUILDERS INC,AUS0478250
644,Austin Reptile Shows LLC,V00000902763
645,AUSTIN REVITALIZATION AUTHORITY,AUS7079485
646,AUSTIN RIBBON & COMPUTER,AUS0481500
647,AUSTIN RIBBON & COMPUTER SUPPLIES INC,AUS0481500
648,AUSTIN SALES INC,AUS0484500
649,AUSTIN SALES INC,VC0000102085
650,AUSTIN SCREEN PRINTING L P,AUS0485500
651,AUSTIN SCREEN PRINTING LP,VC0000101479
652,AUSTIN SEAL CO,AUS7090485
653,Austin ShadeWorks Inc,V00000902692
654,Austin Sign Co. Inc.,VS0000028092
655,AUSTIN SISTER CITIES INTERNATIONAL,VC0000102649
656,Austin Sno-Beach LLC,V00000914965
657,AUSTIN SYMPHONY ORCHESTRA,AUS0491250
658,AUSTIN TASK INC,AUS8315998
659,Austin Tees Inc,V00000902501
660,Austin Tinkering School,V00000925110
661,AUSTIN TOOL INC,AUS0508500
662,AUSTIN TRAVIS COUNTY MENTAL HEALTH & MENTAL RETARD,AUS0510500
663,AUSTIN TRUCK & EQUIPMENT INC,AUS0513250
664,AUSTIN TRUCK & EQUIPMENT INC LTD,AUS0513250
665,AUSTIN TURF & TRACTOR,AUS7009495
666,AUSTIN TYPEWRITER & COMPUTER,AUS0514000
667,AUSTIN TYPEWRITER & COMPUTER INC,AUS0514000
668,AUSTIN UNDERGROUND INC,AUS8321418
669,AUSTIN VACUUM CLEANER CO INC,AUS0515500
670,AUSTIN VACUUM S A INC,VS0000017616
671,AUSTIN WELDING SUPPLY CO,TEX7090590
672,AUSTIN WHITE LIME CO,AUS0505250
673,AUSTIN WINNELSON,AUS8315467
674,AUSTIN WINNELSON COMPANY,AUS8315467
675,AUSTIN WOOD RECYCLING LTD,AUS8306266
676,AUSTIN YMBL SUNSHINE CAMPS,VC0000101013
677,Austin-Bergstrom Landhost Enterprises Inc.,VC0000100484
678,Austin's Local Organizing Committee,V00000953288
679,AUSTINTATIOUS ADVERTISING,AUS0504250
680,Austintatious Blinds & Shutters LLC,VS0000034824
681,AUTHENTIC PROMOTIONS.COM,AUT8313360
682,Author-coach.com Inc.,V00000906666
683,AUTO GATE TEXAS INC,AUT8313469
684,AUTO ZONE,AUT7085980
685,AUTOMATED LOGIC CONTRACTING SERVICES,VS0000027251
686,AUTOMATIC GATES CAMERAS AND MORE LLC,VC0000101907
687,Automation Devices Inc.,VS0000029928
688,AUTOMATIONDIRECT.COM INC,DLC7131365
689,Automotive Data Research,V00000936665
690,AUTONOMY TECHNOLOGY INC,AUT8319951
691,AutoZone Parts Inc.,V00000949098
692,AUTOZONE STORES INC DBA AUTOZONE INC,VC0000100885
693,AVAYA INC,AVA7162460
694,AVC-PALTEX CORPORATION,V00000955621
695,AVERY & CO,AVE0529000
696,AVIS MECHANICAL INC,VS0000028675
697,AVO MULTI-AMP CORP,AVO6047670
698,Avolve Software Corporation,V00000913846
699,AVRIO GROUP LLC,VS0000024501
700,AVTECH SOFTWARE INC,AVT8317799
701,AW DIRECT INC,AWD8319804
702,Award Company of America LLC,V00000929605
703,AWARDSMART .,AWA7006695
704,AWC INC.,AWC6020445
705,Awe Acquisition Inc,V00000932891
706,AWP Inc.,V00000928916
707,AXEL MANTHEI,V00000936742
708,Axell Wireless Ltd.,VS0000036438
709,AXIOM ADVERTISING,AXI8300809
710,Axon Enterprise Inc.,TAS7137270
711,AXOSOFT LLC,VS0000008652
712,AYREN HUSLIG,VS0000017948
713,A-Z SPECIALTIES INC.,VS0000027809
714,Aztec Promotional GroupLP,VS0000011811
715,AZURADISC INC,AZU8321549
716,B & B MUFFLER & BRAKES INC,BBA6017815
717,B & G CHEMICALS & EQUIPMENT CO,BGC0676250
718,B & G CHEMICALS & EQUIPMENT CO INC,BGC0676250
719,B & H CUSTOM HITCHES INC,BHC8313552
720,B & H FOTO & ELECTRONICS CORP,BHP6052500
721,B & H PHOTO-VIDEO INC,BHP6052500
722,B AND B MACHINE AND WELDING INC,CEN6012770
723,B&E Medical Supply and Equipment LLC,V00000925425
724,B&P PROCESS EQUIPMENT & SYSTEMS,BPP8309126
725,B2B Holdings Inc,V00000954300
726,BABES FEST Inc.,V00000946169
727,BABU INC,BAB7070450
728,BAC Tracker International Inc.,VS0000030755
729,Backs R Us Inc,VS0000014352
730,BADGER METER INC,BAD0545000
731,BAER ENGINEERING & ENVIRONMENTAL CONSULTING INC,BAE7086810
732,Bag-A-Nut LLC,VS0000034438
733,BAILEY'S FIREARMS COUNTRY,VC0000102667
734,BAILEY'S FIREARMS COUNTRY INC,VC0000102667
735,BAILEY'S HOUSE OF GUNS INC,BAI0550750
736,Baird Supporting Systems Inc,V00000917765
737,BAKER & TAYLOR INC,BAK7043730
738,BAKER & TAYLOR LLC,V00000947185
739,BAKER DISTRIBUTING CO,THE8309611
740,BALAR EQUIPMENT CORPORATION,BAL8322095
741,BALAR HOLDING CORPORATION,BAL8322095
742,Ballard Supply Corporation,VS0000012990
743,BALLARD'S ASPHALT & CONCRETE,BAL8318820
744,BANANA BAY TRADING CO,BAN6029860
745,BANDANA TRADING INC,CTI7162100
746,BANK OF AMERICA-EFT,BAN7130065
747,Banknote Corporation of America Inc.,V00000935831
748,Banner Express II Inc,VS0000015517
749,BANNER SIGN GRAPHICS,BAN6006085
750,BANTAM ELECTRONICS INC,TIN4649250
751,BAR/SCAN INC,BAR8306875
752,Barbara Irwin,V00000952007
753,BARCLAY WHOLESALE DIV BRICE COMPANY,BAR0583000
754,Barcodes LLC,VS0000012609
755,BARDSCO INC,TOM7161850
756,BARNES & NOBLE BOOKSELLERS INC,VC0000101102
757,BARNEY'S POLICE SUPPLIES,BAR8322415
758,BARNSTEAD INTERNATIONAL,BAR6006945
759,BarraGrande LLC,V00000920034
760,BARRANGO MFG,V00000951552
761,BAR-SCAN INC,BAR8306875
762,BART PADAR,SPA8321387
763,BARTON SPRINGS NURSERY,BAR0603000
764,BARTON WILDER CUSTOM IMAGES,BAR8303964
765,BASF Corporation,V00000911379
766,BASTROP SCALE CO INC,BAS0608000
767,BAT CITY AWARDS,BAT8318717
768,BAT CITY AWARDS INC,VC0000101585
769,BAT CITY INC,VC0000101585
770,BATTERIES PLUS,BAT7095440
771,BATTERIES PLUS SAN ANTONIO,BAT8310188
772,Battery Systems Inc.,V00000923416
773,BAUDVILLE INC,BAU6036805
774,BAY INDUSTRIAL CO LTD,BAY8319034
775,BAYER HEALTH CARE L L C,MIL3225000
776,Bayne Mineral Systems Inc.,VS0000034604
777,BAYSCAN TECHNOLOGIES,BAY8318170
778,BAYTECH SUPPLY INC,BAY7065190
779,Bazaarvoice Inc.,V00000921051
780,BBC AUDIOBOOKS AMERICA,CUR6012785
781,BBI Detection LLC,V00000938268
782,BCS SWITCHGEAR INC,BCS7170820
783,B-cycle LLC,V00000907216
784,BD HOLT,HOL2400250
785,BD HOLT CO,HOL2400250
786,BEARCOM,BEA7094280
787,Bearings and Industrial Supply Co Inc,V00000929612
788,BEASLEY TIRE SERVICE HOUSTON INC,VS0000028577
789,Beatrice Cappas,V00000920482
790,BECKWITH ELECTRIC CO INC,BEC0630750
791,BECNEL UNIFORMS,BEC8314934
792,BEE CAVE CONTRACT,BEE8312479
793,BEE ELECTRONICS INC,BEE0633000
794,BEEHIVE SPECIALTY,BEE8301997
795,BEETLES PEST CONTROL,BEE7023575
796,BEL USA LLC,V00000916044
797,Bell Electrical Supply Co. Inc.,V00000924630
798,BELLA BAGNO INC,VS0000028640
799,Bella Villa Design Studio LLC,V00000916531
800,BELLS ADVERTISING INC,BEL0643500
801,Belson Outdoors Inc.,VS0000032317
802,BEN E KEITH,BEN8307910
803,Ben Maya,VS0000018204
804,BENTLEY SYSTEMS INC,BEN7042960
805,BENTLY NEVADA INC,BEN8316935
806,BENTLY NEVADA L L C,BEN8316935
807,Berg Compliance Solutions LLC,V00000950877
808,Bergelectric Corp.,V00000918482
809,Berla Corporation,V00000962811
810,BERLITZ LANGUAGES INC,BER7062425
811,BERNADETTE NASON,NAS7139545
812,Bernadette Noll,V00000918386
813,Bernard Controls Inc,V00000908075
814,BEROX CORPORATION,DJB1578500
815,BEST BANNER SIGN GRAPHICS INC,VC0000103532
816,BEST BUY GOV L L C,BES8318236
817,BEST BUY GOV/ED L L C,BES8318236
818,BEST BUY STORES L P,BES8313133
819,BEST EXPRESSION INC,VS0000018195
820,Best Horticultural Solutions Inc.,VS0000010530
821,BEST IMPRESSIONS CATALOG CO,VC0000101401
822,BETA TECHNOLOGY INC,BET7160845
823,BETSY ROSS FLAG GIRLS INC,BET4030500
824,Beumer Corporation,V00000960514
825,BEVCO CONSULTANTS LLC,VC0000102250
826,Beyond Components,V00000920751
827,Beyond The Office Door LLC,V00000903922
828,BFI WASTE SERVICES OF TEXAS LP,BRW8308965
829,BG CHEMICAL L P,BGC8318915
830,BG TECHNOLOGIES,BGT8304107
831,B-GREENER INDUSTRIAL CLEANERS,V00000907860
832,BIAC Broadband USA Inc.,V00000947857
833,BiblioCommons Inc.,V00000904040
834,Bibliotheca LLC,V00000912460
835,BICYCLE SPORT SHOP INC,BIC6020690
836,BIG BOYS COLLISION CENTER INC,VS0000017451
837,BIG COUNTRY WATERWORKS SUPPLY INC,VS0000014554
838,BIG FOUR AUTO PARTS,BIG6007200
839,Big Medium,VS0000019315
840,BIG TEX TRAILER WORLD,V00000915020
841,BIKE AUSTIN EDUCATION FUND,AUS8321800
842,Bike Share of Austin,V00000907085
843,BikeLid Systems LLC,VS0000021475
844,Bikes Make Life Better Inc.,V00000959002
845,BILCO CO (THE),BIL7075985
846,BILL DORAN COMPANY,BIL8312311
847,BILL FRITZ SPORTS CORP,BIL7074545
848,BILL MILLER BAR-B-QUE ENT LTD,BIL6018560
849,Binnacle Limited Liability Company,V00000912419
850,BINSWANGER GLASS CO,BIN0694250
851,BINSWANGER HOLDING CORPORATION,V00000932497
852,BioAir Solutions LLC,VS0000028988
853,BioBag Americas Inc.,VS0000034131
854,BioFire Defense LLC,V00000959655
855,BIOQUIP PRODUCTS,BIO0695000
856,BioSystems Inc.,VS0000007264
857,BIOSYSTEMS LLC,VS0000012216
858,Biotage LLC,VS0000035338
859,Birch Construction LLC,VS0000034097
860,BIRD B GONE,BIR7042310
861,BIRKMAN INT'L INC,BIR7154700
862,BISCO INDUSTRIES INC,BIS8319123
863,Bitech Inc,V00000947803
864,Bizodo,V00000938847
865,BKW ENVIRONMENTAL SERVICES LLC,BKW8320675
866,BL TECHNOLOGY INC,BLT8312460
867,Blacksmith Industries Inc,VS0000019374
868,BLACKSTONE AUDIO BOOKS,BLA7076160
869,BLACKSTONE AUDIO INC,BLA7076160
870,BlackTop Industries LLC,V00000947574
871,Blades Group LLC,V00000958437
872,BLASTER'S TOOL & SUPPLY CO,BLA8309307
873,BLIND DOG PRODUCTIONS LTD,BLI8320290
874,Bloomfire Inc.,V00000925953
875,Blue 360 Media LLC,V00000952986
876,Bluebeam Inc,V00000956196
877,Boa Vista LLC,VS0000028747
878,BOB BARKER CO INC,BOB8302887
879,BOB DAEMMRICH PHOTOGRAPHY INC,BOB1415250
880,Bob Flynn,VS0000010372
881,BOB TURNER INC,TUR7084115
882,BOBBY JOE FIELDS,VS0000024111
883,BobTack LLC,V00000943861
884,Boca Leadership LLC,V00000955882
885,BODY WORKS FITNESS EQUIPMENT INC,BOD7137880
886,BOEDEKER PLASTICS INC,BOE8317571
887,BOHLS EQUIPMENT CO/BOHLS BEARING,BOH7164190
888,BoMax Contractors LLC,VS0000016352
889,BOND'S TELEVISION INC,BON0742000
890,Boneshaker Project,V00000922398
891,BOOK PEOPLE,BOO6009120
892,BOOK WHOLESALERS INC,BOO6121620
893,BORAL BRICKS INC,V00000903914
894,Boral Concrete Products LLC,V00000933061
895,BORDER STATES ELECTRIC SUPPLY OF TEXAS INC,NUN8321587
896,BORDER STATES INDUSTRIES INC,V00000907263
897,Bornemann Pumps Inc.,VS0000017325
898,BOSS INDUSTRIES INC,BOS7098895
899,Botach Inc,V00000929753
900,BOTACH TACTICAL,BOT8306888
901,Bounce Imaging Inc.,V00000959830
902,Bouncing Ball Music LLC,VS0000000919
903,BOUND TREE MEDICAL L L C,BOU8303524
904,BOUNDLESS NETWORK,BOU8322445
905,BPI ENVIRONMENTAL SERVICES INC,VS0000009492
906,Bradford Industries Inc.,VS0000011516
907,BRADLEY JAYE WILLIAMS,BRA8321495
908,Brak Chek Ltd,V00000931691
909,BRANDERS.COM,BRA8317230
910,BRANDT CONSOLIDATED INC,PAR8310610
911,BRAYDEN AUTOMATION CORPORATION,SOL8314272
912,Brazos Forest Products L.P.,VS0000005909
913,Brazos Technology Corporation,VS0000035506
914,Brazos Valley Hydroseeding LLC,V00000925021
915,BREED & CO INC,BRE0791500
916,BRENDA SHELTON,BAL8308108
917,BRENNTAG SOUTHWEST,DEL1515500
918,BRENNTAG SOUTHWEST INC,DEL1515500
919,BRG PRECISION PRODUCTS,BRG8310295
920,Brian Joseph,VS0000015157
921,Brian Taylor Stanfield,V00000941700
922,BRICE COMPANY,BAR0583000
923,BRIDGEFARMERS INC,VC0000101958
924,BRIDGESTONE AMERICAS INC,VC0000101050
925,BRIDGESTONE GOLF INC,BRI7068070
926,BRIGGS EQUIPMENT,BRI7115970
927,Brightidea Inc,V00000922955
928,BRIGHTMARKET LLC,V00000931769
929,BRILLIANT LAMP &  LIGHTING,BRI8318603
930,BRISTLECONE VENTURES LLC,FAL8309784
931,BRITE VISUAL PRODUCTS INC,USM8321392
932,BRITT RICE CONSTRUCTION,VC0000101311
933,BRITTEN BANNERS INC,BRI8319717
934,BROCADE COMMUNICATIONS SYSTEMS INC,VC0000102864
935,BRODART CO,BRO0807500
936,BROOKS DUPLICATOR CO,BRO6054750
937,Brooks Stone Ranch Inc.,V00000923866
938,Brothers Lane LLC,VS0000003930
939,BROWN AND GREEN TREE CARE AND CONSU,BRO8321080
940,BROWN AND GREEN TREE CARE AND CONSULTING,BRO8321080
941,BROWN PRECISION INK,VC0000102214
942,Brown Traffic Products Inc.,V00000919697
943,BROWNELLS INC,BRO0820500
944,BROWNING AUTO PARTS,BRO6005115
945,Brownout,VS0000035365
946,Browns Town Music LLC,V00000902585
947,BRUEL & KJAER NORTH AMERICA,BRU8322742
948,BRUGG CABLES L L C,BRU8310055
949,BRUNSWICK CORPORATION,VS0000036405
950,BRUSKE PRODUCTS INC,BRU7023155
951,BRYAN K. WILLIAMS,VC0000102323
952,BRYANT AIR & HYDRAULIC INC,BRY7069010
953,BRYANT UTILITY SALES & SERVICE INC,BRY7069010
954,Brymer Communication Services LLC,VS0000036198
955,B'S ELECTRIC CO INC,TRA6006690
956,BSM WIRELESS INC,BSM8318582
957,BSN SPORTS CO,BSN7005890
958,BSN SPORTS INC,VAN8304529
959,BTAC Acquisition Corp.,V00000961247
960,BTE Body Company Inc,V00000907450
961,B-Texas Mulch LLC,V00000935004
962,BTW ENTERPRISES,WEL7129275
963,Buckeye International Inc.,VS0000002131
964,Buckingham Manufacturing Co Inc,V00000917416
965,BUCKMAN LABORATORIES INC,BUC0849500
966,Buda Woodworks LP,VS0000022239
967,Budget Buddy Company Inc.,VS0000027554
968,Build A Sign LLC,VS0000015235
969,BUILDERS GYPSUM SUPPLY L L P,BUI0854750
970,BUILDING IMAGE GROUP INC,BUI8310456
971,BUILDING SPECIALTIES,CSW1385500
972,BUILTRITE SOLUTIONS L P,BUI8310168
973,BULLCHASE INC.,V00000921132
974,Bulldog Tire Recycling Inc.,VS0000027118
975,BULLEN PUMP & EQUIPMENT INC,BUL0860000
976,BULLER FIXTURE CO,BUL8301363
977,BULLEX INC,VS0000019118
978,Burget Avenue Management Services Inc.,VS0000004572
979,BURGOON CO,BUR7104810
980,BURKS DIGITAL REPROGRAPHICS,BUR0871750
981,BURKS DIGITAL REPROGRAPHICS LTD,BUR0871750
982,BURRELL PRINTING CO INC,BUR7130385
983,BURROUGHS INC,VS0000028928
984,BURROUGHS PAYMENT SYSTEMS INC,VS0000028928
985,Busch Systems International Inc.,V00000901988
986,Business Integrators Services LLC,VS0000033474
987,BUSINESS PRODUCTS DEPOT INC.,VS0000023566
988,Business Security Solutions LLC,VS0000037226
989,BUTLER & LAND INC,BUT0887000
990,BUYSHADE.COM,BUY8318494
991,BVA SCIENTIFIC INC,BVA7060465
992,BW TECHNOLOGIES INC,BWT8316725
993,BWI COMPANIES INC,BWI7000410
994,Byran Bassett,VS0000027045
995,BYTEK CORPORATION,VS0000018565
996,C & C COLLISION CENTER L L C,CCB7131430
997,C & C Global Inc.,VS0000020603
998,C & G POLICE SUPPLY (GAIL SKEES),CGW7040670
999,C & G WHOLESALE,CGW7040670
1000,C & H DISTRIBUTORS L L C,CHD1107000
1001,C & L SALES,CLS7158505
1002,C & M AIR COOLED ENGINE INC,CMA7131035
1003,C A R S ENTERPRISE INC,ABL8308089
1004,C C CREATIONS LTD,VC0000101803
1005,C SPECIALTIES INC,CSP7084050
1006,C T INTERNATIONAL,CTI7162100
1007,C&L Sales Inc.,VS0000018662
1008,CABELA'S INC,CAB8316268
1009,CABELA'S RETAIL INC,CAB8318596
1010,CABOT NORIT AMERICAS INC,NOR7053405
1011,CAD & Graphic Supply Inc.,VS0000017978
1012,CAD SUPPLIES SPECIALTY INC,CAD8305551
1013,CALDWELL COUNTRY CHEVROLET,CAL8316713
1014,Caldwell's Catering & Concession LLC,V00000928229
1015,CALENCE L L C,CAL8321346
1016,CALIFORNIA TURBO INC,CAL7137700
1017,CALIPER CORP,CAL7040405
1018,CALLAHAN'S GENERAL STORE INC,CAL0919500
1019,CALLAWAY GOLF,CAL8307521
1020,CALLAWAY GOLF SALES COMPANY,CAL8307521
1021,CALWEN INC,RES6054370
1022,Camcode Division of Horizons Inc,VS0000023915
1023,CAMELBACK DISPLAYS INC,CAM8315362
1024,Camera Land Inc,V00000909622
1025,Camfil USA Inc.,V00000938735
1026,Camille Latour,V00000934684
1027,Camlin Power Inc,V00000953373
1028,CAMPBELL PET CO,CAM7133750
1029,CANNON SPORTS INC,COA1189500
1030,Canon Business Solutions Inc.,VS0000026226
1031,CANON FINANCIAL SERVICES INC,CAN8311695
1032,Canon Solutions America Inc.,VS0000026226
1033,CANTERBURY DESIGNS OF OHIO LLC,V00000922265
1034,CANTERBURY INTERNATIONAL,CAN7028830
1035,CAP Fleet Upfitters,V00000945661
1036,CAPITAL ARCHITECTURAL SIGNS,INT7100120
1037,CAPITAL AREA COUNCIL OF GOVERNMENTS,CAP0946750
1038,CAPITAL AREA OCCUPATIONAL MEDICINE,CAP7067510
1039,CAPITAL CONCRETE PRODUCTS,CAP8320306
1040,Capital Media Corp.,V00000905489
1041,Capital Precast Inc,VS0000018239
1042,CAPITAL PRINTING CO,CAP8318039
1043,CAPITOL AGGREGATES INC,CAP7072050
1044,CAPITOL AGGREGATES LTD,CAP7072050
1045,CAPITOL BEARING SERVICE,VC0000100236
1046,CAPITOL BEARING SERVICE OF AUSTIN INC,VC0000100236
1047,CAPITOL CHEVROLET-GEO INC,CAP0955250
1048,CAPITOL COMPANY,CAP6036695
1049,CAPITOL COURIER,CAP7155410
1050,CAPITOL ENGRAVING CO INC,CAP7095120
1051,CAPITOL HYDRAULICS,CAP0949000
1052,CAPITOL RUBBER STAMP,CAP0979500
1053,CAPITOL SCIENTIFIC INC,CAP0980000
1054,Capitol View Arts,VS0000037643
1055,CAPP INC,CAP0977500
1056,car2go N.A. LLC,V00000902206
1057,CARA LYNN COOKE,MAN8321440
1058,CARAHSOFT TECHNOLOGY CORP,CAR8317206
1059,Carbon Activated Corp,VS0000025429
1060,CARBONITE FILTER CORP,CAR0987750
1061,CARDEA INSTITUTE,VS0000011838
1062,CARDINAL HEALTH,CAR8308461
1063,CARDINAL HEALTH 110 INC,CAR8308461
1064,CARDINAL HEALTH 411 INC,VC0000102790
1065,CARDIOVASCULAR CONCEPTS INC,CVC7147690
1066,CARE FREE UNIFORMS,CAR7033685
1067,CAREFUSION 203 INC,PUL8320236
1068,Carl John Menge,VS0000019430
1069,Carl Thiel,VS0000032185
1070,Carla Jo Schaefer,VS0000015473
1071,Carlos Davis,V00000925976
1072,CARLSON ENTERPRISES,CAR8304438
1073,CARMEN McDANIEL,CRE1337000
1074,Carol L Visco,VS0000021855
1075,CAROLINA BIOLOGICAL SUPPLY CO,CAR0999500
1076,Carolina Ground Service Equipment Inc,V00000934701
1077,CAROLINA SOFTWARE INC,CAR7122990
1078,Caroline Elizabeth Reck,V00000928527
1079,Carolyn Jean Blankenship,VS0000007913
1080,CARQUEST AUTO PARTS,STR4462000
1081,CARRIE HOFER,VC0000102720
1082,CARRIER CORP,CAR1006500
1083,Carstone Industries Inc.,VS0000031652
1084,CARU Containers LLC,V00000955710
1085,CARUS CORPORATION,CAR8308411
1086,CASA GARCIA'S MEXICAN,CAS8310807
1087,CASCO INDUSTRIES INC,CAS1019000
1088,CASH REGISTER SALES & SERVICES OF HOUSTON INC,CAS8316010
1089,Catchpoint Systems Inc,V00000938609
1090,CATERING BY JUDY,CAT8308841
1091,Catherine Elizabeth Nisson,V00000925420
1092,CATHERINE QUINTANILLA,V00000914786
1093,CAY POWER PRODUCTS,CAY7026165
1094,Cayman Chemical Company Inc.,V00000961925
1095,CB SOLUTIONS LP,V00000914478
1096,CBBX Ventures LLC.,V00000957431
1097,CBM Archives Co. LLC,VS0000025826
1098,CBRN Systems LLC,V00000930506
1099,CC LYNCH & ASSOC INC,CCL7063550
1100,CCS PRESENTATION SYSTEMS,CCS7158885
1101,CCTDJ,V00000952587
1102,CDS,VC0000100965
1103,CDW GOVERNMENT INC,CDW7127170
1104,CDW LLC,CDW7127170
1105,CEB Inc,COR8307184
1106,CED,CON1261500
1107,Cedar Creek Tree Farms,VS0000026071
1108,Cedar Dynasty LLC,VS0000029755
1109,CEDAR PARK SIGNS & BANNERS INC,VS0000017984
1110,CELLCO PARTNERSHIP,VER8306150
1111,CELLEBRITE USA CORP,VS0000023191
1112,CELLEBRITE USA INC.,VS0000023191
1113,CELLNET TECHNOLOGY INC,CEL8315629
1114,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,CEM8313324
1115,Center for Disease Detection LLC,V00000942095
1116,CENTERLINE SUPPLY INC.,CEN8308381
1117,CENTERLINE SUPPLY LTD,CEN8308381
1118,CENTERLINE SUPPLY WEST INC.,V00000906343
1119,CENTERPOINT ENERGY,CEN8311284
1120,Cen-Tex Detail Supply LLC,V00000937594
1121,CENTEX MATERIALS L L C,CEN1058000
1122,CENTEX SHREDDING INC,CEN8318959
1123,Centor Energy Group LLC,V00000918696
1124,CENTRAL MACHINE WORKS,CEN6012770
1125,CENTRAL POLICE SUPPLY LTD,VC0000101147
1126,CENTRAL POLY CORP,CEN7095220
1127,CENTRAL TEXAS CONTROLS INC,CEN7069985
1128,Central Texas Environmental Services LLC,VS0000015270
1129,CENTRAL TEXAS EQUIPMENT,CEN8314900
1130,CENTRAL TEXAS HEAVY EQUIPMENT COMPANY,VS0000001115
1131,Central Texas Library System Inc.,VS0000004548
